Year,Country,Country Code,"Life expectancy at birth, total (years)",Electric power consumption (kWh per capita),Gross capital formation (% of GDP),Exports of goods and services (% of GDP),Poverty headcount ratio at national poverty lines (% of population),"Primary completion rate, total (% of relevant age group)","School enrollment, preprimary (% gross)",Income share held by lowest 20%,GDP growth (annual %),Imports of goods and services (% of GDP),High-technology exports (% of manufactured exports),Domestic credit provided by financial sector (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Mobile cellular subscriptions (per 100 people),Energy use (kg of oil equivalent per capita)
2016,Marshall Islands,MHL,65.477,..,20.83062438,36.49331021,..,90.84218765,38.22367859,..,2.504082744,79.83305253,..,..,-1.514295069,..,..
2016,Mauritania,MRT,66.823,..,31.27764187,33.92514055,..,..,..,..,1.260909231,39.22812112,0.002046525,..,4.237311147,88.4383,..
2016,Mauritius,MUS,74.39487805,2271.024184,17.27291006,47.8249408,..,94.60578681,104.583168,..,3.862468263,52.19203789,0.108502819,..,3.007461922,140.424,1135.898027
2016,"Micronesia, Fed. Sts.",FSM,65.576,..,..,28.2724,..,87.30094147,28.3173542,..,0.484101802,74.61227692,..,..,..,21.4641,..
2016,Moldova,MDA,70.179,1882.50084,21.98688532,32.86649893,..,106.5768194,92.71911621,10,4.646014363,56.13818478,3.483887491,27.01390415,1.095613439,117.008,1356.312693
2016,Monaco,MCO,85.63,..,..,..,..,152.9411774,..,..,3.008443588,..,..,..,..,89.3256,..
2016,Mongolia,MNG,70.22390244,2026.640284,22.62940994,50.87219406,29.6,93.2040049,82.64598846,8,1.489784487,50.18304317,16.48462041,..,-37.17265323,110.746,1588.341265
2016,Montenegro,MNE,76.54146341,4643.777195,26.1045756,40.60066597,23.6,97.46122742,55.5140686,5.2,2.949280321,63.07227915,5.564625817,..,5.179483701,166.72,1552.233072
2016,Morocco,MAR,73.228,903.4516496,31.95799128,30.73459514,..,93.83685624,50.24927139,..,0.521185506,40.38806524,3.744987469,122.6714601,1.930005403,118.532,558.0620239
2016,Mozambique,MOZ,59.455,481.8359515,46.28039587,35.3819374,..,..,..,..,4.696990242,75.01242081,1.620858043,..,25.91877246,54.9641,380.805586
2016,Myanmar,MMR,65.64,254.6232213,..,..,..,..,9.071450233,..,5.862472915,..,7.533836766,..,5.178801325,98.2343,376.1371986
2016,Namibia,NAM,60.81,1623.884425,22.02994283,35.00946742,..,96.16160346,33.73535156,..,0.03379445,58.95672054,2.225421427,80.98563818,3.345704373,109.05,759.4616683
2016,Nauru,NRU,60.996,..,..,72.58594433,..,121.4592285,82.31707001,..,4.363240539,98.02844028,..,..,..,88.7892,..
2016,Nepal,NPL,68.444,175.6365178,28.2409992,8.179578041,..,118.0900192,87.22127533,..,0.433113719,33.93590808,0.822614407,..,0.432212944,114.898,458.2655485
2016,New Caledonia,NCL,77.359,..,29.23584472,19.26548639,..,..,..,..,..,38.76412976,..,..,9.282076198,..,..
2016,New Zealand,NZL,81.65853659,8741.435269,23.16572611,26.61137432,..,..,91.46968079,..,3.779110684,25.79487349,10.87770203,164.7526756,1.061930391,129.381,4265.938395
2016,Nicaragua,NIC,73.18,597.9784574,31.2003869,38.88202639,24.9,..,66.91368866,..,4.563147395,54.93170142,0.798662569,49.27926666,7.44462628,124.273,626.8230074
2016,Niger,NER,59.228,65.21396635,27.52106963,12.18333889,..,70.58159714,7.852910042,..,5.740893151,24.30477033,6.845976151,..,2.897744783,36.1205,147.4520961
2016,Nigeria,NGA,52.189,219.2344905,..,..,..,..,15.88451958,..,-1.616868949,..,2.35102616,..,0.853395743,78.9701,330.718925
2016,North Macedonia,MKD,75.4,3490.507592,32.50968821,50.66384216,22.2,..,..,5.6,2.848205194,65.52156625,2.83705523,56.66315275,5.147554898,104.55,1408.22019
2016,Northern Mariana Islands,MNP,77.392,..,..,71.70731707,..,..,..,..,29.21212121,81.13821138,..,..,..,..,..
2016,Norway,NOR,82.40731707,23867.71354,27.72642156,35.93817143,12.3,99.20728302,95.89945221,8.6,1.164724239,33.17867097,20.95633953,150.3793443,-5.032549751,109.427,5368.576472
2016,Oman,OMN,79.581,7056.221343,36.08647488,41.31962474,..,101.0864991,56.88307953,..,5.046423946,41.54463946,1.521005563,..,3.016249524,153.291,5557.312598
2016,Pakistan,PAK,65.943,455.9712715,15.93574685,8.736716391,..,55.79205811,69.2612915,..,6.573838285,15.96486166,1.957391558,..,0.821349998,62.0013,446.8314971
2016,Palau,PLW,69.046,..,29.99948043,49.18834755,..,..,..,..,-0.439989268,78.2189804,60.45686096,..,21.67345181,..,..
2016,Panama,PAN,77.772,2235.494601,40.26233412,41.74075548,22.1,..,61.39242935,3.3,4.571967079,42.6552164,1.156544007,78.60812424,8.782260771,127.616,1045.765829
2016,Papua New Guinea,PNG,64.7,..,..,..,..,74.13976606,43.15851974,..,5.489573153,..,..,44.56922217,-0.188417025,42.2017,..
2016,Paraguay,PRY,73.487,1845.858125,19.80617396,37.14323291,28.9,98.10860178,43.7890892,4.5,4.268025833,30.61608233,7.636267986,..,2.214052308,119.848,1072.606284
2016,Peru,PER,75.951,1493.852849,22.02131339,22.60031374,20.7,103.3985519,93.69795227,4.6,3.953318715,22.78852746,4.799712599,..,3.546281887,119.655,764.054758
2016,Philippines,PHL,69.49,773.0214475,24.6185031,26.67300334,..,..,95.16984558,..,7.14945675,35.10306242,..,..,2.598508035,112.518,520.9808508
2016,Poland,POL,77.85121951,4191.167642,20.08730091,49.90642886,15,100.4373398,69.83672333,8,3.031177676,46.95947394,10.7154228,..,3.816087214,138.519,2614.971605
2016,Portugal,PRT,81.12439024,4875.62191,16.02836246,40.35508893,18.3,..,93.77346039,6.9,2.004141286,39.16725756,5.805400011,..,3.562829928,111.847,2111.097113
2016,Puerto Rico (US),PRI,80.355,..,8.075298529,68.75816467,..,..,37.53366089,..,-1.263694348,41.5158808,..,..,..,93.5607,..
2016,Qatar,QAT,82.147,16056.99861,48.86907022,47.71384149,..,95.5435154,59.26092911,..,3.064191884,41.83375863,0.001132908,..,0.510044138,140.518,15178.85621
2016,Romania,ROU,75.2097561,2688.066302,23.66468735,42.41633517,23.6,89.26061249,82.84549713,5.6,2.859932523,43.47619312,10.39245139,..,3.374175696,115.791,1604.62335
2016,Rwanda,RWA,65.733,47.23478111,25.89584536,15.42180316,38.2,67.74499909,18.75919914,6,5.970745254,34.06310395,13.53128412,..,3.217234902,74.8502,347.7429843
2016,Samoa,WSM,71.003,..,35.46488272,28.77802032,..,108.8429613,36.12527847,..,7.983862878,46.43379715,1.018478814,74.71057534,0.298684613,74.2058,..
2016,San Marino,SMR,84.775,..,15.76919793,173.0681692,..,..,..,..,2.344405861,147.0779198,..,..,..,107.052,..
2016,Sao Tome and Principe,STP,66.563,..,..,..,..,79.6282196,50.30804825,..,5.176824687,..,68.14284925,..,7.982791554,87.4112,..
2016,Senegal,SEN,66.724,275.8318672,25.36167303,21.5608581,..,..,16.14162064,..,6.356068572,32.54731111,2.718665973,..,2.481103207,101.011,287.0420224
2016,Serbia,SRB,75.68780488,4620.36161,18.16692412,46.45367044,25.7,98.83048248,58.82748032,4.5,2.975197792,51.2370236,..,..,5.577707464,129.177,2165.838893
2016,Seychelles,SYC,74.3097561,..,25.13473942,85.35025741,..,128.5237698,97.02845764,..,12.11752725,95.51593099,3.773911538,..,4.357421887,138.277,..
2016,Sierra Leone,SLE,56.937,..,17.66189665,14.11224938,..,71.23244444,12.46990967,..,6.437436528,28.95496332,0.001260377,..,2.276636644,87.1476,..
2016,Singapore,SGP,82.84634146,9040.028834,26.39717776,164.5506642,..,99.78927351,..,..,3.747578488,138.2889918,52.2327295,..,20.37662876,151.682,5449.41985
2016,Sint Maarten (Dutch part),SXM,75.952,..,..,..,..,..,..,..,0.967758363,..,..,..,2.911883082,..,..
2016,Slovak Republic,SVK,77.16585366,5226.303759,24.53926978,92.31168701,12.4,93.71685028,93.70439911,8.7,1.947818415,90.44569259,10.73718804,..,5.277707007,128.792,3159.568047
2016,Slovenia,SVN,81.17560976,6996.467868,18.84790889,78.43658667,13.3,96.56419373,92.09143829,9.7,3.034414867,69.80186141,7.144186748,..,3.265413953,115.736,3296.735004
2016,Solomon Islands,SLB,69.501,..,17.21662836,39.72857612,..,83.11207439,97.39211273,..,5.554731534,45.82102076,1.742905012,26.05527761,2.707059459,62.8903,..
2016,"Somalia, Fed. Rep.",SOM,55.283,..,12.8456369,16.13595794,..,..,..,..,7.0348726,58.22560461,..,..,4.989610218,46.3667,..
2016,South Africa,ZAF,64.749,3935.657826,16.96045229,28.15608817,..,90.27420998,18.19367981,..,0.664552308,27.70516933,6.6571232,150.6285968,0.684612553,143.929,2311.769019
2016,South Sudan,SSD,36.72,44.22857698,..,..,82.3,..,10.33460999,4.9,..,..,..,..,..,24.9305,70.83268937
2016,Sri Lanka,LKA,76.136,626.4793248,36.45304446,19.82403604,16,96.33266491,73.28164673,7.1,5.05362489,26.64750098,0.94390432,..,1.019371845,117.738,542.5323335
2016,St. Kitts and Nevis,KNA,71.227,..,..,..,..,112.5588684,90.3614502,..,3.932703193,..,25.76347647,..,12.05929801,162.683,..
2016,St. Lucia,LCA,72.552,..,..,..,25,93.13272095,79.94859314,..,3.427872145,..,6.42816003,..,8.649142174,100.57,..
2016,St. Martin (French part),MAF,79.885,..,..,..,..,..,..,..,5,..,..,..,..,..,..
2016,St. Vincent and the Grenadines,VCT,70.7,..,..,..,..,111.8675766,107.3914413,..,4.145931682,..,0.004010314,..,8.660745122,105.924,..
2016,Sudan,SDN,64.677,286.9130147,9.305915263,5.004491007,..,55.38262177,45.09230042,..,3.467642184,10.27717888,1.159700948,..,2.495327593,67.3955,448.4566317
2016,Suriname,SUR,70.979,2979.122324,..,..,..,83.31649017,89.6760025,..,-4.911660509,..,20.03223774,..,6.983340384,137.281,1728.650717
2016,Sweden,SWE,82.30731707,13675.78732,24.32673622,42.91044742,15.8,99.68985748,94.08003235,8.1,2.349740807,40.35335333,17.83760164,..,3.008539081,126.402,4858.899405
2016,Syrian Arab Republic,SYR,65.19,777.4892708,..,21.6800989,..,..,..,..,-6.405590739,45.43183763,..,..,..,69.5529,530.4094733
2016,Tajikistan,TJK,69.982,1484.496704,40.52231873,13.20032926,30.3,90.90219116,10.48075008,..,6.9,42.52431544,33.78672155,25.03783591,3.455404596,106.027,326.5692188
2016,Tanzania,TZA,64.404,105.6963181,32.17478605,16.34997506,..,61.06011608,47.1697998,..,6.867116196,19.07049534,2.319527565,..,1.73591211,74.3984,416.3156991
2016,Thailand,THA,76.769,2713.878514,21.1054892,67.07088397,8.6,..,71.99156189,7.3,3.435157717,53.50434332,24.15339127,169.9125079,0.843364341,168.881,1985.005309
2016,Timor-Leste,TLS,65.61,..,39.84875992,3.156422882,..,97.33534594,21.42525864,..,3.009930626,57.15419888,..,..,0.333972461,121.478,..
2016,Togo,TGO,59.669,126.6178935,20.15726233,25.99637001,..,92.99580568,19.96242905,..,4.214895609,39.5323822,0.099803069,..,-0.762757826,70.0588,422.806733
2016,Tonga,TON,71.951,..,24.21234753,21.66220286,..,..,..,..,6.598698794,63.22905096,..,..,3.950577206,75.8121,..
2016,Trinidad and Tobago,TTO,72.935,6770.096647,19.15214633,..,..,..,..,..,-7.403453266,..,0.157263835,..,-0.099889304,150.717,12250.99269
2016,Tunisia,TUN,75.007,1442.056563,20.47511253,38.29529558,..,93.29203033,44.61507034,..,1.117425949,48.79736879,7.855967515,81.86394625,1.403445586,123.883,955.1764939
2016,Turkmenistan,TKM,69.142,2717.435312,..,22.15051385,..,..,..,..,6.199999966,39.89557085,..,..,6.201812107,134.826,3589.909548
2016,Turks and Caicos Islands,TCA,77.437,..,..,..,..,..,66.26016235,..,7.251186276,..,..,..,1.606854362,..,..
2016,Tuvalu,TUV,65.51,..,..,..,..,99.51690674,88.39849091,..,5.660377358,..,..,..,0.720650357,69.5334,..
2016,Uganda,UGA,64.494,75.9552683,25.41528826,12.42716442,21.4,55.03623962,13.71551991,6.1,4.781000293,18.78219761,2.051039907,20.71842184,2.142530489,58.8634,473.6042134
2016,Ukraine,UKR,73.389,3160.982332,21.72416236,49.29861946,51.1,86.16044602,83.41551208,10.1,2.440981945,56.22258546,6.678941231,78.70656901,4.421789467,133.169,2007.977942
2016,United Arab Emirates,ARE,82.195,13705.61813,21.63561856,97.66312109,..,..,..,..,5.56149076,73.31370808,2.619028405,105.5874466,2.601119691,220.412,10355.54761
2016,Uruguay,URY,77.351,3408.711256,17.38915773,26.9316576,..,102.3928397,94.20153809,5.7,1.68979823,21.53890078,10.59605355,49.98833954,-0.897082488,151.415,1550.982996
2016,Uzbekistan,UZB,71.58,1538.106583,25.75925421,12.33306571,..,97.40608092,25.0657196,..,5.9321508,16.85923133,..,..,1.930484664,74.367,1209.615234
2016,Vanuatu,VUT,70.397,..,25.57049364,47.44237756,..,..,55.34591293,..,3.471544715,58.9095577,..,..,5.49263638,80.3431,..
2016,"Venezuela, RB",VEN,72.002,2384.082024,..,..,..,92.33377838,70.90936279,..,..,..,..,..,..,89.7131,1901.669582
2016,Viet Nam,VNM,73.984,1788.721178,31.7245391,74.10728626,9.2,99.95386734,87.8091507,6.9,6.690008927,71.30222172,38.05696171,..,4.900893029,128.298,738.8795334
2016,Virgin Islands (U.S.),VIR,79.16829268,..,..,47.02474987,..,..,..,..,1.600853789,66.27172196,..,..,..,..,..
2016,West Bank and Gaza,PSE,74.917,..,25.25283342,14.3267945,29.2,96.08826742,55.52325058,7.3,8.86461882,51.09571968,0.717403673,..,1.924477981,80.1511,..
2016,"Yemen, Rep.",YEM,67.105,113.1769556,..,4.809202762,..,60.14390945,1.592779994,..,-9.375123824,26.27234153,..,..,-1.79131212,51.179,83.36953259
2016,Zambia,ZMB,61.129,661.3290917,38.20623291,35.32467575,..,..,7.565100193,..,3.755100317,38.63388551,22.52556372,27.04363229,3.162519748,71.0461,683.7142301
2016,Zimbabwe,ZWE,59.76,511.7705164,9.861741065,19.94357771,..,88.91785974,67.28385925,..,0.755794054,31.27545995,5.164382637,..,1.669267711,88.21,423.1855089
2016,Africa Eastern and Southern,AFE,62.16798132,568.7034518,21.47950542,23.25415118,..,66.31044769,28.51453972,..,2.195991207,28.43407712,6.315933972,..,2.019910148,63.6,607.2978092
2016,Africa Western and Central,AFW,56.39245185,215.3803513,..,..,..,67.34512329,22.97094917,..,0.194177489,..,3.81756185,..,2.235357177,82.9,343.8963375
2016,Arab World,ARB,70.89648812,2580.095459,27.08532891,37.78254161,..,77.38146973,26.88422966,..,3.549283519,38.25598989,1.866951236,..,1.912803648,100.424979,1837.889245
2016,Caribbean small states,CSS,72.05163612,..,..,..,..,91.79946899,77.04244232,..,-3.025265497,..,1.372201466,..,3.203482853,101.9018143,..
2016,Central Europe and the Baltics,CEB,76.97030623,4326.760034,21.86234259,62.21282365,..,96.61264801,83.71401215,..,2.807055342,58.59521033,13.11309619,..,8.802609342,124.9973714,2589.299031
2016,Early-demographic dividend,EAR,69.94848371,1206.582352,26.73767619,22.60937525,..,92.40841675,52.65822983,..,4.403902718,25.05464073,8.761045341,..,2.064621045,93.95904347,871.5366069
2016,East Asia & Pacific,EAS,75.98701667,3896.774564,34.15579018,27.88103367,..,95.64515686,77.8062973,..,4.646374698,25.27903564,28.08959783,..,2.301465288,109.8,1994.109219
2016,East Asia & Pacific (excluding high income),EAP,75.15591177,3283.716632,39.93567747,23.01521337,..,95.43443298,76.91517639,..,6.510077292,20.77766581,29.9442774,..,1.592007702,107.8796163,1735.331719
2016,East Asia & Pacific (IDA & IBRD countries),TEA,75.183227,3315.30754,39.9356118,23.01420657,..,95.41397858,76.96484375,..,6.509920702,20.76531744,29.94573298,..,1.592440977,108.6,1752.091053
2016,Euro area,EMU,81.90758749,6460.107425,20.39560003,44.56595724,..,96.83666229,100.4358063,..,1.822468563,40.07714045,18.18729247,..,4.946536369,121.3952973,3311.434265
2016,Europe & Central Asia,ECS,77.68151958,5446.836898,21.19692952,41.5651887,..,100.9993973,74.87349701,..,1.881967805,38.34121435,18.22284058,..,6.562455615,123.6,3083.213408
2016,Europe & Central Asia (excluding high income),ECA,74.03492739,2920.627185,26.97226245,28.31068257,..,109.7787628,56.76657104,..,2.781793574,31.80650501,7.2665205,71.28525133,3.624014812,108.3796273,1816.657752
2016,Europe & Central Asia (IDA & IBRD countries),TEC,73.69223762,4261.296435,24.17641948,31.91399973,..,104.1803284,59.27970123,..,1.86009301,31.03074239,11.09082002,..,3.220526053,126.8,2878.116977
2016,European Union,EUU,80.95308081,6182.688,20.67747145,45.79457185,..,96.92671967,97.33592224,..,1.946116118,41.38650819,17.62585927,..,5.211538892,122.1922182,3193.847442
2016,Fragile and conflict affected situations,FCS,60.98618367,545.2003668,..,..,..,67.03855133,20.89801979,..,2.157600082,24.57051087,..,..,1.619353237,69.3,560.7828182
2016,Heavily indebted poor countries (HIPC),HPC,62.00380837,191.2738721,26.10951453,20.8438063,..,64.83895874,24.31225967,..,4.450955328,32.12204668,4.504269933,..,3.610008969,65.09246541,392.0117207
2016,High income,HIC,79.72437244,8775.058282,21.97723309,29.73065351,..,97.61107635,82.80428314,..,1.826358942,28.55738969,19.62482506,..,4.296431855,123.3,4659.830134
2016,IBRD only,IBD,73.2594437,2532.268752,32.19888445,23.47341163,..,96.96810913,66.12320709,..,4.54607502,22.75233978,20.78270406,..,2.120786964,103.9,1504.22336
2016,IDA & IBRD total,IBT,70.61427436,2003.294791,31.90564821,22.9897878,..,87.3791275,54.6213913,..,4.446219402,22.85840809,20.21274914,..,2.120310068,95.7,1239.275691
2016,IDA blend,IDB,60.57616645,395.4750068,..,..,..,68.74318695,52.42681122,..,2.274977421,17.15337224,4.342509514,..,1.057822978,72.2,454.7638694
2016,IDA only,IDX,64.31014079,271.8094851,28.77832537,20.06681317,..,70.16893005,24.5100193,..,4.27944114,30.52405803,4.823472287,..,3.107183807,71.5,359.1841096
2016,IDA total,IDA,62.99195085,319.0157073,27.35726116,17.93692613,..,69.75549316,31.51972008,..,3.257274426,24.19396195,4.669854989,..,2.114524633,71.8,395.6692941
2016,Late-demographic dividend,LTE,76.29309285,3944.041458,34.4909575,27.80538088,..,93.54737854,80.5723114,..,4.447474257,24.91287485,23.75450622,..,2.661538646,110.4600574,2185.690396
2016,Latin America & Caribbean,LCN,74.67748488,2199.124286,19.0679725,22.23589495,..,97.82418823,74.53884888,..,-0.336758315,22.768479,14.92819782,..,3.506885882,110.6,1355.898472
2016,Latin America & Caribbean (excluding high income),LAC,74.53064608,2105.175266,18.80077291,20.39292838,..,98.22158051,74.72615051,..,-0.540931679,21.7845193,15.91326006,..,3.374491192,110.1765801,1276.489163
2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,74.58947943,2210.652357,19.47675986,21.34893207,..,97.90808868,74.3686676,..,-0.337830169,22.4347141,14.73011542,..,3.456810226,112.1,1360.202921
2016,Least developed countries: UN classification,LDC,63.72372707,219.9226563,27.74848549,18.17795517,..,68.61010742,23.56049919,..,3.731999893,28.04013917,6.933711783,..,2.739902693,66.7254164,348.9341159
2016,Low & middle income,LMY,70.6061842,1883.699074,32.74908528,22.01782557,..,87.31578827,54.32746124,..,4.738206248,22.16635099,21.48026324,..,2.006439824,93.88128256,1138.835815
2016,Low income,LIC,61.40169383,217.3007786,19.15506097,17.29814063,..,61.55247879,18.04689026,..,0.694857096,31.25247287,2.792498734,..,2.967356888,50.8,335.887156
2016,Lower middle income,LMC,67.6791939,754.1448047,28.08442489,22.13128956,..,88.17523956,54.57614136,..,5.688139515,26.04067663,12.85805876,..,2.107374406,86.6,561.5324037
2016,"Middle East, North Africa, Afghanistan & Pakistan",MEA,70.42892781,2132.838869,26.24478765,32.92146115,..,73.44223785,31.27330971,..,4.484584976,33.53429141,3.779202745,..,1.876157164,104,1602.220356
2016,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,69.53283764,1212.373325,24.5280657,18.17147382,..,..,28.37882042,..,5.566940502,25.35301447,2.085163433,..,0.92378261,96.06863746,1000.110765
2016,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,69.49618264,1212.373325,24.52225159,18.20415187,..,..,27.91464043,..,5.540859775,25.13439896,2.09640804,..,0.91498162,94.8,1000.110765
2016,Middle income,MIC,71.44242412,2000.37807,32.87447239,22.08275905,..,91.47048187,61.73926926,..,4.79328224,22.05429281,21.60260417,..,1.995727998,98.46067889,1195.057214
2016,North America,NAC,78.88001038,13102.06602,21.02593202,13.37436138,..,98.85381317,69.95912933,..,1.757413592,16.0170736,20.98012501,235.3578395,2.500105542,100.9,6791.826309
2016,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,OECD members,OED,79.89142269,7827.897021,21.8966589,26.48538405,..,102.0955734,78.95184326,..,1.843324478,26.15458854,19.60377313,..,3.881220013,113.0572517,3972.261235
2016,Other small states,OSS,71.77456905,..,23.68961706,65.23576116,..,82.45020294,38.52326965,..,4.155151361,63.64148296,16.00614258,..,5.784896084,124.5292179,..
2016,Pacific island small states,PSS,68.28565086,..,23.24657077,41.6926824,..,95.34081268,63.68712997,..,3.648407727,54.76244541,5.105738871,92.88182614,6.091768645,83.78159036,..
2016,Post-demographic dividend,PST,80.61124115,8948.581164,21.62220663,27.54639118,..,97.64910889,85.78691864,..,1.793578382,27.00421588,20.69466999,..,4.162090045,115.9997923,4495.119412
2016,Pre-demographic dividend,PRE,59.23635624,243.3048462,..,18.69539556,..,66.60761261,23.04150009,..,2.414147048,22.28885191,..,..,1.133530523,68.14258052,413.9654332
2016,Small states,SST,71.37598503,..,23.0235485,64.06618411,..,84.88168335,45.27350998,..,1.812023074,59.79214425,14.56742186,..,5.027710699,115.4,..
2016,South Asia,SAS,69.91847071,815.4695463,30.40679002,18.65454682,..,98.77893829,56.6718483,..,7.969123336,20.99400383,7.327803366,..,1.801314824,81.8,584.6462073
2016,South Asia (IDA & IBRD),TSA,69.91847071,815.4695463,30.40679002,18.65454682,..,98.77893829,56.6718483,..,7.969123336,20.99400383,7.327803366,..,1.801314824,81.8,584.6462073
2016,Sub-Saharan Africa,SSF,59.8121002,430.0303474,23.74659984,21.54885329,..,66.73626709,26.68666077,..,1.266905416,24.86277746,5.638979468,..,2.118961781,71.5,503.917363
2016,Sub-Saharan Africa (excluding high income),SSA,59.31994339,474.1893681,22.56647327,22.13099274,..,66.73404694,26.68372917,..,0.929693026,24.6318445,5.621360042,..,1.938992787,72.60419102,519.1433087
2016,Sub-Saharan Africa (IDA & IBRD countries),TSS,59.8121002,430.0303474,23.74659984,21.54885329,..,66.73626709,26.68666077,..,1.266905416,24.86277746,5.638979468,..,2.118961781,71.5,503.917363
2016,Upper middle income,UMC,75.34041855,3276.626885,34.04003959,22.1662901,..,96.34155273,72.8984375,..,4.564986245,21.00909784,23.49051467,..,1.965960493,109.5,1843.84048
2016,World,WLD,72.1848946,3138.907294,25.52912244,27.10578,..,88.46099091,57.58884811,..,2.814360897,26.38296288,20.11635719,..,3.532534118,99.3,1784.680283
2017,Argentina,ARG,76.543,3005.764831,18.21256717,11.32028336,25.7,101.5238956,76.08473206,5,2.818502978,13.96931778,9.20544177,38.86839839,1.789365041,139.758,1874.829637
2017,Australia,AUS,82.5,10040.74886,24.17630309,21.25661748,..,..,164.5539856,..,2.279591798,20.94711419,18.09679246,..,3.636089515,107.8,5162.458943
2017,Brazil,BRA,75.383,2610.166136,14.6255876,12.51896787,..,..,96.74835968,3.2,1.322869054,11.8007665,14.31188922,..,3.338259817,108.093,1431.959497
2017,China,CHN,77.235,4571.042425,42.54973755,19.33563017,3.1,..,84.79782104,6.4,6.891266362,17.61522245,30.91186398,..,1.324689717,104.073,2215.91139
2017,France,FRA,82.57560976,7229.039353,22.1813992,32.31183404,..,..,105.8724213,8.1,2.08361486,33.08401411,26.0180219,..,1.689280722,105.718,3705.411116
2017,Germany,DEU,80.99268293,6947.263826,20.51328236,42.32598143,..,97.57306671,109.1274033,8,2.716024546,35.24065552,15.85057879,..,2.890880529,132.003,3763.194042
2017,India,IND,70.068,918.313687,30.98217283,18.79176484,..,99.36640681,60.50406647,..,6.795383419,21.95073212,7.362081141,..,1.507315833,85.9704,648.0147183
2017,Indonesia,IDN,69.953,951.0498538,33.7105948,20.17730444,10.6,104.7735279,63.19306946,7.4,5.069785901,19.17819264,8.446327026,46.96393572,2.019489198,162.783,755.3513042
2017,Italy,ITA,82.94634146,5248.519672,18.16942229,30.13988592,20.3,99.57051086,93.95802307,6,1.603699953,27.44310811,7.80526865,..,0.443341549,138.882,2557.325355
2017,Japan,JPN,84.0997561,8190.601077,25.21482698,17.5914391,..,..,..,7.4,1.675331752,16.83177447,17.59427747,352.0364581,0.381319638,135.986,3391.050415
2017,"Korea, Rep.",KOR,82.62682927,10811.76672,32.28806347,40.93420694,..,97.8568573,94.98519897,6.7,3.15963574,36.18671087,32.54631646,..,1.103640251,123.642,5467.82225
2017,Mexico,MEX,74.261,2269.107542,23.89235071,37.51408862,..,104.3248596,73.72506714,..,1.871728542,39.43803742,21.16809678,53.3342277,2.782543668,92.6494,1478.438965
2017,Netherlands,NLD,81.76097561,6727.979016,20.21519296,85.17954721,13.3,..,94.28800201,8.8,2.781546193,74.46651244,22.92190252,..,23.71317584,118.577,4365.203853
2017,Russian Federation,RUS,72.45146341,6734.187119,23.60675586,26.09088098,13.2,..,86.78778076,6.5,1.825790064,20.78564336,12.32469919,76.17377999,1.814092975,155.486,4999.079908
2017,Saudi Arabia,SAU,78.721,11201.08544,25.47572658,32.3625379,..,101.1351187,20.99703979,..,1.182079933,27.16944126,0.734713775,..,0.136801407,130.63,7707.05633
2017,Spain,ESP,83.28292683,5605.864152,19.56566703,34.90039521,21.5,96.67601776,92.45295715,6.2,2.896042079,31.26705093,6.999490135,..,2.540392123,112.03,2690.497333
2017,Switzerland,CHE,83.55121951,7582.254278,26.0443143,66.34849019,14.6,95.35915375,103.5889664,7.7,1.362799655,57.27331723,14.02385686,..,20.60353779,131.17,2809.479457
2017,Turkiye,TUR,77.037,3262.784174,30.6942181,26.03942234,13.9,92.59565735,32.73926926,5.4,7.501997489,29.72274641,3.232912935,80.29210059,1.302694983,93.6408,1828.029868
2017,United Kingdom,GBR,81.25609756,4932.162023,18.48318497,30.89035103,18.6,98.4604187,106.3873062,7.6,2.656504876,32.231299,22.61946496,..,4.677309144,119.207,2658.995773
2017,United States,USA,78.53902439,12604.16256,21.15576902,12.17748103,..,98.8321991,72.93408203,5.2,2.457622302,14.9478572,19.26596996,244.2947006,1.941775542,102.381,6590.835097
2017,Afghanistan,AFG,62.406,..,..,..,..,88.2425766,..,..,2.647003203,..,..,..,0.274796792,67.0508,..
2017,Albania,ALB,78.9,2145.151293,27.65759319,31.00179579,23.4,106.4496936,83.82008362,7.6,3.283175933,45.785586,0.088457922,62.46618601,7.714113363,125.1,824.3735504
2017,Algeria,DZA,75.431,1554.499633,48.26759226,20.33367952,..,100.8392122,..,..,1.499999999,29.48713665,0.960396673,..,0.647902696,109.97,1380.346818
2017,American Samoa,ASM,72.801,..,..,59.1503268,..,..,..,..,-6.98757764,102.2875817,..,..,..,..,..
2017,Andorra,AND,84.359,..,..,..,..,66.06914213,..,..,0.34607189,..,23.25131895,..,..,108.912,..
2017,Angola,AGO,62.122,315.1992971,24.13030586,29.004102,..,..,..,..,-0.147212941,23.25272022,19.3839507,29.7962481,-10.03837678,44.0682,456.6922175
2017,Antigua and Barbuda,ATG,77.03,..,..,64.41600247,..,108.3266602,72.65406036,..,2.71272658,63.24832111,0.375050372,..,9.855756633,203.387,..
2017,Armenia,ARM,75.21707317,2006.108612,18.42174021,38.21604566,..,90.71348543,37.21287155,8.4,7.500000002,48.98633088,7.56330478,58.27806926,2.192573377,119.676,1105.96697
